,height_ver2,join_date_ver2,exp_date_ver2,sent_score,sent_max,sent_min,best,goal,good,great,love,foot_both,foot_left,foot_right,position_Defender,position_Forward,position_Goalkeeper,position_Midfielder,outfitter_Nike,outfitter_adidas,outfitter_other,nationality_ver2_Africa,nationality_ver2_Asia,nationality_ver2_Europe,nationality_ver2_North America,nationality_ver2_Oceania,nationality_ver2_South America,age,startelfquote,minutenquote,Player_agent_ver2,appearance_ver2,minutes_ver2,num_tweets_ver2,following_ver2,followers_ver2,likes_ver2,date_joined_twitter_ver3,goals_ver2,Assists_ver2,min_per_goal_ver2,market_value_ver2
330,180.0,3.9917808219178084,1.4986301369863013,7.1466,0.7906,-0.6711,0.15239751697348924,0.0,0.13974121651658522,0.3050827924744597,0.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,23,8,19,1,19.0,780.0,1597.0,874.0,57691.0,10318.0,6.372602739726028,2,3,390,20.52
331,188.0,4.504109589041096,4.501369863013698,89.0443,0.9488,-0.875,0.3968146927201808,0.06495394705879523,0.2037616270685747,0.19065087718618465,0.1996103455297673,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,22,39,40,1,26.0,1.817,503.0,255.0,637362.0,3303.0,7.254794520547946,0,0,0,39.9
332,184.0,7.276712328767124,1.4986301369863013,62.90879999999999,0.9423,-0.8807,0.11596944254034755,0.1825273854666304,0.14723781060373695,0.15179552368327615,0.16827778509899954,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,31,50,50,1,13.0,1.086,11244.0,612.0,153146.0,307.0,8.813698630136987,5,0,217,9.12
333,177.0,0.3972602739726027,0.4986301369863014,46.809,0.9620000000000001,-0.9112,0.1629488895255513,0.14818242673337284,0.23242538553377606,0.18122525599254347,0.09487088782724333,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,23,17,24,1,20.0,900.0,200.0,96.0,168630.0,43.0,7.63013698630137,2,0,450,57.0
334,188.0,0.3972602739726027,1.4986301369863013,60.15479999999999,0.9484,-0.8074,0.14880351411417353,0.22835065763816065,0.1535013992311902,0.2792700004906944,0.058478809137192174,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,30,44,42,1,24.0,1.238,10436.0,425.0,157056.0,1344.0,5.947945205479452,8,1,155,5.7
335,176.0,1.4273972602739726,1.4986301369863013,41.5345,0.9359,-0.5574,0.3091661447157373,0.10543104126354452,0.2834905320395431,0.20630535335394826,0.14400032658441034,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,30,14,17,1,13.0,615.0,9565.0,628.0,69776.0,3302.0,8.64931506849315,0,0,0,3.99
336,186.0,3.3643835616438356,3.4986301369863013,19.927700000000005,0.9844,-0.8625,0.08403618673014357,0.12896011642915714,0.269700039699125,0.3785198657288088,0.3522738400305143,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,26,100,99,1,29.0,2.578,5740.0,260.0,89387.0,1410.0,9.213698630136987,0,0,0,7.98
337,168.0,3.334246575342466,1.4986301369863013,-0.4767,0.0,-0.4767,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,29,0,0,1,313.0,22.44,2417.0,461.0,50733.0,509.0,8.89041095890411,24,36,935,0.57
338,177.0,-0.021917808219178082,2.4986301369863013,71.36060000000002,0.9690000000000001,-0.91,0.3181130481381349,0.22972678134907945,0.3603283931809714,0.18730198839407444,0.2157144865573648,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,30,67,61,1,10.0,342.0,606.0,51.0,256208.0,6.0,9.61917808219178,2,0,171,4.56
339,188.0,2.5013698630136987,1.4986301369863013,29.756100000000004,0.9695,-0.7906,0.12714703601650829,0.04335935428220744,0.19431289348058267,0.25453415234786897,0.1776638389120974,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,34,68,68,1,22.0,1.98,11915.0,652.0,113271.0,4125.0,9.123287671232877,0,1,0,0.57
340,185.0,3.5013698630136987,3.4986301369863013,48.960499999999996,0.9337,-0.8442,0.14624993610865836,0.06649836800140785,0.14900464400357202,0.1626533460114727,0.06811883811521341,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,22,93,92,1,30.0,2.517,9038.0,462.0,26426.0,12827.0,9.534246575342467,2,4,1.259,4.56
341,195.0,0.4054794520547945,2.4986301369863013,3.5349000000000004,0.8856,-0.7156,0.16036187104249766,0.0,0.2940882947095869,0.16051326949304906,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,27,52,52,1,18.0,1.261,482.0,184.0,9715.0,992.0,7.8493150684931505,2,2,631,2.28
342,184.0,3.350684931506849,1.4986301369863013,14.935599999999999,0.8402,-0.802,0.09716333673660543,0.0,0.2672823641623862,0.1945101382648935,0.20365096914912967,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,22,57,51,1,23.0,1.522,1005.0,591.0,14798.0,13213.0,7.131506849315069,1,0,1.522,1.14
343,183.0,0.46301369863013697,2.4986301369863013,21.2964,0.9328,-0.8688,0.16029300861402052,0.0,0.26946517365060496,0.08022217102560307,0.08399214057604715,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,22,100,99,1,29.0,2.506,287.0,273.0,11812.0,6842.0,8.287671232876713,1,0,2.506,2.85
344,186.0,4.367123287671233,1.4986301369863013,19.713599999999996,0.8779,-0.6908,0.13940110888332252,0.10696096486192966,0.2876043001451041,0.06976635908634668,0.1826124176441584,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,32,97,97,1,29.0,2.526,239.0,139.0,9972.0,94.0,4.528767123287671,0,0,0,2.85
345,187.0,0.4986301369863014,2.4986301369863013,17.74335058236273,0.7407242096505824,-0.49375299500831943,0.10569944607987113,0.118319857496747,0.15107405248619235,0.09620516887575378,0.08555763687568908,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,26,56,56,1,19.0,1.529,0.0,0.0,0.0,0.0,0.0,0,2,0,2.28
346,188.0,0.41643835616438357,0.41643835616438357,0.2263,0.2263,0.2263,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,22,100,100,1,29.0,2.61,0.0,0.0,0.0,0.0,0.0,0,0,0,2.28
347,166.0,0.4054794520547945,0.4986301369863014,4.5625,0.8225,-0.5106,0.1433362775182574,0.14664050299056908,0.13143249436829427,0.0,0.15021392230462807,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,24,7,6,1,7.0,293.0,5124.0,85.0,11570.0,5342.0,4.027397260273973,0,0,0,0.855
348,188.0,2.5013698630136987,2.4986301369863013,36.824200000000005,0.9522,-0.7783,0.13992737168928107,0.14315301417012796,0.33359739701532065,0.056023791130407584,0.058656579347952424,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,25,18,26,1,23.0,1.011,2968.0,627.0,23264.0,7927.0,7.824657534246575,3,1,337,5.7
349,176.0,0.3972602739726027,2.4986301369863013,17.74335058236273,0.7407242096505824,-0.49375299500831943,0.10569944607987113,0.118319857496747,0.15107405248619235,0.09620516887575378,0.08555763687568908,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,27,33,34,1,21.0,1.09,0.0,0.0,0.0,0.0,0.0,2,0,545,5.7
350,183.0,4.410958904109589,3.4986301369863013,55.0628,0.9081,-0.7783,0.13106851726828084,0.06704497155648771,0.2003059106411467,0.17492301295455745,0.16025044377325426,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,28,100,98,1,29.0,2.493,1675.0,681.0,79295.0,2199.0,7.358904109589041,3,1,831,2.28
351,173.0,2.336986301369863,1.4986301369863013,3.3053,0.6369,-0.0516,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,30,33,43,1,3.0,116.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.28
352,180.0,3.334246575342466,1.4986301369863013,20.6232,0.8619,-0.6966,0.06387834901397937,0.0,0.234293533846416,0.12787731377036218,0.2677735887067837,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,27,75,75,1,21.0,1.89,67.0,189.0,13694.0,3098.0,8.054794520547945,1,0,1.890,1.14
353,173.0,2.4876712328767123,1.4986301369863013,1.3576,0.6369,0.3595,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,27,57,50,1,22.0,1.41,1305.0,345.0,3948.0,1810.0,3.797260273972603,0,1,0,0.456
354,170.0,0.3972602739726027,0.41643835616438357,2.9999000000000007,0.6908,-0.6249,0.0,0.19200762437870944,0.17209461571096288,0.18785834000768206,0.19668657555119406,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,30,4,9,0,13.0,347.0,2574.0,302.0,924336.0,2176.0,9.66027397260274,0,1,0,1.14
355,176.0,2.5013698630136987,0.4986301369863014,17.74335058236273,0.7407242096505824,-0.49375299500831943,0.10569944607987113,0.118319857496747,0.15107405248619235,0.09620516887575378,0.08555763687568908,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,33,0,0,1,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.14
356,182.0,-0.0273972602739726,0.41643835616438357,42.5163,0.9584,-0.5423,0.09604653555705088,0.04913031274582088,0.33026275593651616,0.19227442715054152,0.1006550963900806,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,19,50,45,1,14.0,958.0,450.0,93.0,131313.0,1228.0,4.726027397260274,1,4,958,3.42
357,176.0,0.2821917808219178,1.4986301369863013,13.0943,0.8475,-0.5484,0.053674777089492975,0.054912102132046586,0.09843439441401228,0.10745090343404527,0.11250046303752163,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,29,38,40,1,16.0,762.0,1165.0,2634.0,255395.0,59.0,10.490410958904109,3,2,254,1.71
358,168.0,1.9671232876712328,1.4986301369863013,1.5291000000000001,0.6792,-0.1366,0.0,0.20222295413538907,0.18125051904826533,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,26,25,26,1,9.0,643.0,2460.0,462.0,52603.0,940.0,9.07945205479452,0,0,0,10.26
359,173.0,6.0,1.4986301369863013,20.6551,0.9244,-0.7003,0.1265555610339013,0.2265776677982093,0.20307941830221785,0.15834380347101978,0.0663140118521064,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,24,76,78,1,31.0,2.301,540.0,433.0,11270.0,17510.0,7.736986301369863,2,3,1.151,4.56
360,182.06075418994413,1.5013698630136987,0.4986301369863014,32.661,0.937,-0.2023,0.3654558810755647,0.0,0.6223388256907938,0.10451454566128683,0.0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,23,100,100,1,1.0,90.0,9176.0,465.0,6085.0,3039.0,8.189041095890412,0,0,0,0.228
361,173.0,1.3945205479452054,1.4986301369863013,39.7974,0.9509,-0.6249,0.2111201632287263,0.09256584026439338,0.19358706773348805,0.12075399019355047,0.09482153739224733,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,25,71,73,1,27.0,2.056,15103.0,1018.0,15033.0,3494.0,8.624657534246575,2,2,1.028,2.28
362,180.0,7.46027397260274,0.4986301369863014,24.601799999999994,0.9081,-0.8271,0.0,0.09983061113146192,0.2236930787833409,0.14650990774292702,0.10226334033435086,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,30,36,36,1,13.0,1.17,1395.0,603.0,69982.0,1185.0,8.673972602739726,0,2,0,1.71
363,183.0,2.5013698630136987,4.501369863013698,44.8472,0.9499,-0.8225,0.22180050994835052,0.10085045044045074,0.3615652153186341,0.17267437672138597,0.23244307125434185,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,29,100,94,1,30.0,2.55,3256.0,265.0,70764.0,13369.0,6.841095890410959,4,1,638,2.85
364,181.0,4.942465753424657,0.4986301369863014,16.5493,0.945,-0.6249,0.18363466091194205,0.0,0.4209604496854991,0.27571204698102914,0.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,31,52,51,1,21.0,1.489,1298.0,230.0,113242.0,38.0,8.786301369863013,1,0,1.489,3.99
365,166.0,3.334246575342466,0.4986301369863014,17.74335058236273,0.7407242096505824,-0.49375299500831943,0.10569944607987113,0.118319857496747,0.15107405248619235,0.09620516887575378,0.08555763687568908,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,32,0,0,1,226.0,13.468,0.0,0.0,0.0,0.0,0.0,13,32,1.036,0.57
366,180.0,2.5013698630136987,0.4986301369863014,2.0423999999999998,0.8625,0.0772,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29,21,27,1,18.0,840.0,1319.0,495.0,83390.0,2138.0,6.890410958904109,6,0,140,1.71
367,180.0,2.5013698630136987,0.4986301369863014,2.0423999999999998,0.8625,0.0772,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29,21,27,1,18.0,840.0,0.0,0.0,0.0,0.0,0.0,6,0,140,1.71
368,180.0,2.5013698630136987,0.4986301369863014,2.0423999999999998,0.8625,0.0772,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29,21,27,1,18.0,840.0,1319.0,495.0,83390.0,2138.0,6.890410958904109,6,0,140,1.71
369,180.0,2.5013698630136987,0.4986301369863014,2.0423999999999998,0.8625,0.0772,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29,21,27,1,18.0,840.0,0.0,0.0,0.0,0.0,0.0,6,0,140,1.71
370,183.0,1.9972602739726026,1.4986301369863013,23.6643,0.9593,-0.836,0.29566343784388915,0.2160565349840457,0.15491954126398516,0.1691100429631276,0.08852860948407376,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,27,7,4,1,2.0,104.0,8115.0,914.0,12154.0,21970.0,7.953424657534247,1,0,104,0.855
371,188.0,-0.043835616438356165,0.41643835616438357,10.513099999999998,0.9299,-0.802,0.050302645891410265,0.0,0.2306255728592838,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,25,34,33,1,12.0,956.0,74.0,87.0,90028.0,21.0,7.435616438356164,0,1,0,13.68
372,183.0,0.9205479452054794,1.4986301369863013,17.74335058236273,0.7407242096505824,-0.49375299500831943,0.10569944607987113,0.118319857496747,0.15107405248619235,0.09620516887575378,0.08555763687568908,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,33,18,17,1,6.0,439.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.855
373,186.0,0.5013698630136987,2.4986301369863013,17.74335058236273,0.7407242096505824,-0.49375299500831943,0.10569944607987113,0.118319857496747,0.15107405248619235,0.09620516887575378,0.08555763687568908,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,27,34,37,1,20.0,1.031,0.0,0.0,0.0,0.0,0.0,2,0,516,2.28
374,173.0,1.3945205479452054,2.4986301369863013,47.414000000000016,0.9459,-0.8221,0.13015953664455845,0.21305601348712355,0.09548004378632867,0.18239538928661156,0.19096689832159466,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,26,90,87,1,31.0,2.546,336.0,231.0,20628.0,2542.0,8.454794520547946,1,5,2.546,6.84
375,179.0,3.5013698630136987,1.4986301369863013,7.461,0.8316,-0.3111,0.12442148003605608,0.12728967663468405,0.22817706385671724,0.0,0.130391543988453,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,24,96,94,1,28.0,2.46,5028.0,367.0,14273.0,2465.0,8.865753424657534,5,2,492,5.13
376,185.0,1.915068493150685,0.4986301369863014,17.74335058236273,0.7407242096505824,-0.49375299500831943,0.10569944607987113,0.118319857496747,0.15107405248619235,0.09620516887575378,0.08555763687568908,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,24,57,60,1,21.0,1.242,0.0,0.0,0.0,0.0,0.0,4,1,311,0.399
377,193.0,0.915068493150685,0.4986301369863014,8.638799999999998,0.9758,-0.5423,0.30998518973819666,0.0,0.4737359284280591,0.20685189887860986,0.4331454396438501,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,27,0,0,1,0.0,0.0,3348.0,137.0,49058.0,2020.0,8.273972602739725,0,0,0,1.71
378,194.0,7.504109589041096,1.4986301369863013,4.5501000000000005,0.8625,-0.4767,0.4549996427656388,0.0,0.0,0.0,0.23841585037090665,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,27,45,48,1,14.0,1.241,2569.0,264.0,10718.0,4587.0,8.745205479452055,0,0,0,3.99
379,190.0,0.4520547945205479,3.4986301369863013,14.1805,0.8779,-0.5329999999999999,0.07541524361231801,0.4629224135554095,0.3457608134164426,0.07548644352384706,0.07903386177391404,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25,18,23,1,17.0,771.0,298.0,40.0,11812.0,3.0,8.284931506849315,6,0,129,7.98
380,190.0,1.5013698630136987,1.4986301369863013,17.74335058236273,0.7407242096505824,-0.49375299500831943,0.10569944607987113,0.118319857496747,0.15107405248619235,0.09620516887575378,0.08555763687568908,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,29,71,72,1,24.0,1.986,468.0,140.0,4640.0,993.0,7.7095890410958905,0,1,0,2.85
381,185.0,1.5013698630136987,0.4986301369863014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,24,26,1,24.0,1.039,0.0,0.0,0.0,0.0,0.0,9,2,115,0.57
382,179.0,1.4958904109589042,1.4986301369863013,15.6095,0.9146,-0.5574,0.06416910897235065,0.6564835210655985,0.23535998561292826,0.0,0.06724810854880837,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,28,100,97,1,30.0,2.568,2478.0,270.0,126639.0,266.0,8.906849315068493,9,3,285,5.13
383,175.0,3.5013698630136987,1.4986301369863013,17.74335058236273,0.7407242096505824,-0.49375299500831943,0.10569944607987113,0.118319857496747,0.15107405248619235,0.09620516887575378,0.08555763687568908,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,22,64,70,1,23.0,1.846,0.0,0.0,0.0,0.0,0.0,0,0,0,1.71
384,182.0,1.5013698630136987,3.4986301369863013,23.390500000000003,0.9698,-0.6908,0.2108444825818268,0.2588459098889085,0.2706679945165238,0.08441741676813036,0.13257680723934748,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,20,0,5,1,21.0,1.471,391.0,125.0,2862.0,3449.0,4.013698630136986,12,1,123,0.171
385,182.06075418994413,1.5013698630136987,0.4986301369863014,17.74335058236273,0.7407242096505824,-0.49375299500831943,0.10569944607987113,0.118319857496747,0.15107405248619235,0.09620516887575378,0.08555763687568908,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,22,0,0,1,2.0,106.0,470.0,209.0,2755.0,1389.0,7.909589041095891,0,0,0,0.114
386,182.06075418994413,0.3972602739726027,2.4986301369863013,14.9979,0.8955,-0.7003,0.231255142871312,0.3548791456386781,0.3180748180711054,0.057868368004261074,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,21,0,0,1,1.0,81.0,517.0,294.0,16625.0,2468.0,6.471232876712329,0,0,0,0.285
387,178.0,3.4657534246575343,0.4986301369863014,17.74335058236273,0.7407242096505824,-0.49375299500831943,0.10569944607987113,0.118319857496747,0.15107405248619235,0.09620516887575378,0.08555763687568908,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,31,55,53,1,21.0,1.494,0.0,0.0,0.0,0.0,0.0,0,1,0,2.85
388,185.0,2.4273972602739726,1.4986301369863013,36.2534,0.9648,-0.8225,0.04043905757748541,0.6826259441360426,0.20394372343381395,0.10119309073881497,0.08475885600200603,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,24,83,82,1,31.0,2.346,479.0,281.0,28467.0,1031.0,6.975342465753425,9,4,261,3.42
389,188.0,2.5013698630136987,1.4986301369863013,25.5879,0.9589,-0.8829,0.11343516677166438,0.023210020798952558,0.10401460939282632,0.1362507137810871,0.11887807903955727,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,29,57,56,1,16.0,1.406,17201.0,337.0,710016.0,166.0,10.715068493150685,0,0,0,6.84
390,180.0,1.9479452054794522,0.4986301369863014,24.4615,0.9571,-0.5423,0.07795628362526978,0.0,0.5003752218326194,0.11704482381821993,0.040848413724684084,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,25,36,40,1,13.0,1.088,2515.0,290.0,6113.0,2584.0,8.887671232876713,0,0,0,1.14
391,182.0,2.452054794520548,0.4986301369863014,8.842600000000001,0.8655,-0.3182,0.0,0.12210558042884267,0.5472103779227798,0.11946687908493504,0.2501622375460526,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,25,0,1,1,6.0,323.0,7623.0,137.0,9038.0,3490.0,7.863013698630137,6,0,54,0.285
392,178.0,4.936986301369863,0.4986301369863014,29.794300000000007,0.9796,-0.7906,0.04687961126174175,0.09592058471796894,0.2579181355827472,0.14077161161691312,0.3439031125942163,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,33,86,86,1,25.0,2.158,6617.0,491.0,38357.0,1313.0,8.997260273972604,0,0,0,1.71
393,183.0,0.5013698630136987,1.4986301369863013,13.691200000000002,0.8016,-0.5574,0.09869049770533954,0.5048276847449603,0.18098890955514044,0.09878367190154716,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,25,24,25,1,15.0,732.0,912.0,135.0,525649.0,2438.0,7.641095890410959,1,1,732,3.99
394,176.0,0.9972602739726028,2.4986301369863013,15.204300000000002,0.9359999999999999,-0.6486,0.0985040080865505,0.10077474832258684,0.4516172636910042,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,26,59,54,1,24.0,1.632,2947.0,359.0,30534.0,2165.0,10.397260273972602,2,3,816,7.98
395,193.0,0.44931506849315067,3.4986301369863013,12.694300000000004,0.8658,-0.4696,0.06465341361476955,0.2645752842665947,0.059284080540823486,0.0,0.0677556513787721,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,26,96,96,1,29.0,2.592,1286.0,137.0,11295.0,100.0,8.56986301369863,4,0,648,2.28
396,178.0,1.4383561643835616,2.4986301369863013,17.74335058236273,0.7407242096505824,-0.49375299500831943,0.10569944607987113,0.118319857496747,0.15107405248619235,0.09620516887575378,0.08555763687568908,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,27,72,68,1,26.0,1.931,0.0,0.0,0.0,0.0,0.0,1,2,1.931,9.12
397,180.0,3.5013698630136987,1.4986301369863013,17.74335058236273,0.7407242096505824,-0.49375299500831943,0.10569944607987113,0.118319857496747,0.15107405248619235,0.09620516887575378,0.08555763687568908,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,22,73,69,1,13.0,1.066,0.0,0.0,0.0,0.0,0.0,0,1,0,0.171
398,193.0,2.989041095890411,0.4986301369863014,22.8392,0.9287,-0.802,0.027484645163343518,0.3936551977959171,0.17641471323475053,0.0550211871106873,0.05760685884438265,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,31,7,11,1,16.0,437.0,1096.0,178.0,24947.0,582.0,7.961643835616439,1,0,437,2.28
399,190.0,4.504109589041096,1.4986301369863013,16.243399999999998,0.9017,-0.6486,0.0,0.3351848179960071,0.15021148934012862,0.0819853686907667,0.04291909907334848,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,22,83,81,1,27.0,2.348,220.0,243.0,17771.0,956.0,10.473972602739726,0,0,0,7.98
400,191.0,0.9753424657534246,2.4986301369863013,0.36119999999999997,0.3612,0.0,0.0,0.5196419558867921,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,26,0,0,1,4.0,360.0,935.0,222.0,8905.0,1529.0,4.257534246575342,0,0,0,0.285
401,180.0,2.336986301369863,1.4986301369863013,3.2547,0.8979,-0.5106,0.42927617489085307,0.0,0.0,0.0,0.2249369772215168,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,30,36,27,1,10.0,685.0,210.0,59.0,998936.0,12.0,6.243835616438356,1,1,685,6.84
402,180.0,0.5013698630136987,2.4986301369863013,36.766000000000005,0.9612,-0.9246,0.07042860315746784,0.16812166418542454,0.3013717115067476,0.18798692041763904,0.1722185486727246,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,26,11,12,1,13.0,658.0,6530.0,612.0,11978.0,3656.0,10.263013698630138,1,1,658,1.14
403,175.0,0.4301369863013699,2.4986301369863013,37.242599999999996,0.8934,-0.7717,0.07503086558271065,0.07676049677978433,0.06879970645876275,0.1251695043350083,0.10484138705829672,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,28,93,93,1,27.0,2.36,1971.0,367.0,13525.0,21303.0,7.917808219178082,1,1,2.360,3.42
404,183.0,1.4876712328767123,2.4986301369863013,46.400999999999996,0.9337,-0.8885,0.21112848804001452,0.41235500218297616,0.19359470118631456,0.13448133714240773,0.08045781024453742,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,32,93,95,1,28.0,2.389,380.0,123.0,39769.0,989.0,6.8,16,1,149,5.13
405,188.0,2.4328767123287673,1.4986301369863013,2.3962000000000003,0.7096,-0.29600000000000004,0.0,0.0,0.0,0.0,0.10648490592277897,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,28,0,0,1,242.0,19.74,1995.0,325.0,22616.0,1425.0,8.56986301369863,13,17,1.518,1.14
406,184.0,1.4191780821917808,1.4986301369863013,-0.6057000000000001,0.5267,-0.5423,0.0,0.0,0.25705474914726195,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,25,25,29,1,14.0,965.0,1773.0,353.0,22438.0,1903.0,7.049315068493151,0,2,0,0.855
407,170.0,8.413698630136986,0.4986301369863014,21.433799999999998,0.8909999999999999,-0.6369,0.10235997146992278,0.3665186013490727,0.3285071520164194,0.2561415250870071,0.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,35,24,25,1,15.0,844.0,6610.0,617.0,131935.0,5329.0,9.852054794520548,2,3,422,1.14
408,195.0,0.4191780821917808,0.41643835616438357,31.3402,0.9231,-0.8074,0.08681985670529725,0.08882125081846272,0.21229238961777155,0.11586909835935713,0.12131426354334066,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,22,61,61,1,19.0,1.616,3473.0,87.0,40619.0,545.0,8.175342465753424,1,0,1.616,3.99
409,193.0,1.4602739726027398,0.4986301369863014,22.7223,0.93,-0.4404,0.0730692803419603,0.1495073851229205,0.0670010268392574,0.5851061233419517,0.15315066625396695,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,26,0,0,1,4.0,360.0,1799.0,349.0,23669.0,3904.0,10.463013698630137,0,0,0,0.285
410,183.0,0.41643835616438357,2.4986301369863013,21.107699999999998,0.9167,-0.8017,0.10254837158185563,0.41964937418475,0.15671990026731847,0.1368602506883077,0.1432918763993146,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,25,86,82,1,30.0,2.205,18873.0,437.0,10926.0,2829.0,8.835616438356164,1,1,2.205,1.71
411,180.0,1.5013698630136987,2.4986301369863013,34.01520000000001,0.9231,-0.8126,0.09200791964895973,0.09412891035014334,0.224978269571894,0.15349130798258204,0.0964226972602862,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,23,66,69,1,31.0,2.098,6214.0,288.0,10922.0,5080.0,8.72054794520548,5,1,420,0.57
